id,disaster_type,affected_people,location_risk_score,medical_needed,water_needed,food_needed,vulnerable_population,time_elapsed_hours,priority
REQ-11301,cyclone,2,3.71,0,0,0,1,16.4,medium
REQ-11302,wildfire,36,4.3,0,1,0,0,33.7,high
REQ-11303,cyclone,1,1.37,0,0,1,1,30.7,high
REQ-11304,wildfire,6,4.56,0,0,1,1,28.8,high
REQ-11305,tsunami,2,4.69,1,1,0,1,16.0,critical
REQ-11306,cyclone,14,2.99,1,0,0,1,54.6,critical
REQ-11307,flood,5,1.91,0,0,1,1,53.4,high
REQ-11308,earthquake,2,5.24,0,0,1,1,7.6,high
REQ-11309,tsunami,9,6.61,0,0,1,0,31.9,high
REQ-11310,cyclone,41,8.98,0,0,1,0,55.7,critical
REQ-11311,cyclone,103,9.72,0,0,1,0,57.9,critical
REQ-11312,tsunami,48,1.49,1,1,1,1,60.0,critical
REQ-11313,earthquake,12,1.53,0,0,0,0,33.3,medium
REQ-11314,earthquake,3,3.23,0,1,0,0,60.1,high
REQ-11315,wildfire,14,7.44,0,1,0,1,33.1,critical
REQ-11316,landslide,2,8.45,0,0,0,0,50.8,medium
REQ-11317,cyclone,101,5.18,0,1,0,0,42.4,critical
REQ-11318,earthquake,10,1.35,0,1,1,0,0.6,high
REQ-11319,flood,6,2.03,1,1,0,1,64.6,critical
REQ-11320,cyclone,114,6.47,0,1,0,0,70.0,critical
REQ-11321,landslide,2,4.89,0,0,0,1,13.7,medium
REQ-11322,flood,2,1.36,0,1,1,1,1.0,high
REQ-11323,earthquake,3,1.22,0,1,1,1,14.5,high
REQ-11324,landslide,1,6.68,0,1,1,0,1.1,medium
REQ-11325,cyclone,2,4.57,0,1,1,0,36.0,high
REQ-11326,landslide,13,8.26,0,0,1,0,60.6,high
REQ-11327,flood,15,9.73,1,0,1,0,23.9,critical
REQ-11328,flood,96,8.51,1,1,1,0,56.7,critical
REQ-11329,cyclone,3,3.24,0,0,1,0,33.1,medium
REQ-11330,tsunami,9,4.6,1,1,0,0,19.8,critical
REQ-11331,wildfire,2,3.8,1,0,1,0,58.8,high
REQ-11332,landslide,1,2.6,0,1,0,0,35.3,medium
REQ-11333,wildfire,15,9.81,1,1,0,0,63.2,critical
REQ-11334,flood,34,6.85,1,1,0,0,34.6,critical
REQ-11335,landslide,6,6.24,1,1,0,1,42.8,critical
REQ-11336,landslide,47,2.7,0,1,0,0,67.7,high
REQ-11337,wildfire,176,9.89,0,1,0,1,63.5,critical
REQ-11338,wildfire,1,7.88,0,0,1,0,19.6,medium
REQ-11339,tsunami,7,4.18,1,1,1,0,6.2,critical
REQ-11340,tsunami,6,1.12,1,1,1,1,37.6,critical
REQ-11341,cyclone,10,7.87,0,1,1,0,0.2,high
REQ-11342,cyclone,34,1.5,0,1,1,0,53.0,high
REQ-11343,flood,2,1.72,0,1,0,1,41.3,high
REQ-11344,wildfire,108,2.8,0,1,1,1,68.5,critical
REQ-11345,landslide,2,3.35,0,1,1,0,63.9,high
REQ-11346,wildfire,7,8.89,0,1,0,0,67.6,high
REQ-11347,landslide,3,5.96,1,0,0,0,70.4,high
REQ-11348,landslide,6,5.98,0,1,1,0,30.0,high
REQ-11349,earthquake,4,7.92,0,1,0,0,52.4,high
REQ-11350,flood,5,3.8,0,1,0,0,7.1,medium
REQ-11351,wildfire,169,8.74,1,1,1,1,70.6,critical
REQ-11352,landslide,5,8.73,0,0,1,0,34.8,high
REQ-11353,earthquake,5,1.91,0,1,1,0,1.9,medium
REQ-11354,flood,40,6.04,1,1,1,1,25.0,critical
REQ-11355,earthquake,3,6.37,0,1,1,0,38.6,high
REQ-11356,tsunami,48,9.88,0,1,1,1,61.7,critical
REQ-11357,wildfire,5,8.25,0,1,1,0,32.1,high
REQ-11358,flood,2,9.97,0,1,0,0,31.3,high
REQ-11359,wildfire,4,2.59,0,0,0,0,62.6,low
REQ-11360,earthquake,46,1.03,0,1,1,0,25.0,critical
REQ-11361,flood,34,9.82,0,1,0,0,22.8,critical
REQ-11362,tsunami,1,8.15,0,1,0,0,54.0,high
REQ-11363,earthquake,4,8.68,1,1,1,0,56.9,critical
REQ-11364,landslide,2,4.65,0,1,1,0,34.2,high
REQ-11365,tsunami,17,3.84,1,1,0,1,32.9,critical
REQ-11366,flood,8,1.11,0,0,1,0,34.5,medium
REQ-11367,earthquake,15,2.47,1,0,0,0,2.7,critical
REQ-11368,tsunami,95,4.89,0,1,1,1,67.5,critical
REQ-11369,tsunami,5,2.91,1,0,0,0,56.8,high
REQ-11370,tsunami,24,7.99,1,0,1,1,38.7,critical
REQ-11371,tsunami,15,1.9,0,0,1,0,15.7,medium
REQ-11372,earthquake,30,4.64,1,0,0,0,18.5,critical
REQ-11373,tsunami,1,3.51,0,1,1,0,59.1,high
REQ-11374,cyclone,43,7.13,0,0,1,1,35.4,critical
REQ-11375,flood,46,7.28,0,0,0,0,38.9,high
REQ-11376,cyclone,3,6.15,0,0,1,1,29.4,high
REQ-11377,landslide,6,4.79,1,1,0,1,28.2,critical
REQ-11378,landslide,7,7.6,0,1,1,1,28.4,critical
REQ-11379,cyclone,1,2.42,1,1,1,0,63.9,critical
REQ-11380,earthquake,31,7.56,0,0,1,1,66.5,critical
REQ-11381,tsunami,3,2.46,0,0,1,1,8.9,high
REQ-11382,landslide,1,9.45,0,0,0,0,16.7,medium
REQ-11383,wildfire,228,6.08,1,1,1,1,23.3,critical
REQ-11384,cyclone,66,3.38,0,1,1,0,53.4,critical
REQ-11385,flood,1,4.54,0,1,1,0,63.5,high
REQ-11386,flood,13,7.97,1,0,0,0,56.0,critical
REQ-11387,wildfire,13,4.33,0,1,1,0,45.6,high
REQ-11388,landslide,2,3.07,0,0,1,0,18.6,low
REQ-11389,earthquake,46,8.46,0,1,1,1,3.2,critical
REQ-11390,flood,3,7.63,0,1,1,1,64.1,critical
REQ-11391,landslide,6,8.18,0,0,0,0,22.4,medium
REQ-11392,wildfire,1,8.02,0,1,1,1,63.4,critical
REQ-11393,cyclone,1,7.58,0,1,1,0,13.1,high
REQ-11394,landslide,4,7.63,1,0,0,0,0.6,high
REQ-11395,landslide,1,7.13,1,1,0,1,35.2,critical
REQ-11396,cyclone,30,9.59,1,0,0,0,5.6,critical
REQ-11397,wildfire,1,3.0,0,0,1,1,43.5,high
REQ-11398,flood,1,9.11,0,0,1,1,31.5,high
REQ-11399,flood,3,3.19,0,1,1,0,33.1,high
REQ-11400,cyclone,34,3.02,0,1,0,1,59.2,critical
REQ-11401,earthquake,46,5.74,0,0,1,0,57.3,critical
REQ-11402,flood,14,4.26,1,0,1,0,11.6,critical
REQ-11403,cyclone,1,9.41,1,1,0,0,67.4,critical
REQ-11404,earthquake,1,8.88,1,1,0,1,16.0,critical
REQ-11405,landslide,2,6.86,1,0,0,1,22.9,critical
REQ-11406,flood,15,3.44,0,1,0,1,22.1,high
REQ-11407,wildfire,13,1.84,0,0,0,0,23.7,low
REQ-11408,tsunami,8,8.45,1,1,1,0,37.1,critical
REQ-11409,cyclone,1,8.39,0,1,0,0,64.7,high
REQ-11410,tsunami,11,4.77,0,1,1,0,14.9,high
REQ-11411,wildfire,4,4.25,0,1,1,0,27.5,high
REQ-11412,cyclone,44,9.66,0,1,1,1,54.3,critical
REQ-11413,wildfire,9,8.0,0,0,1,1,8.3,high
REQ-11414,wildfire,20,2.46,1,0,1,0,69.1,critical
REQ-11415,tsunami,32,2.18,0,1,1,0,38.7,critical
REQ-11416,wildfire,3,6.63,0,0,0,0,55.7,medium
REQ-11417,tsunami,2,1.06,0,1,0,1,61.8,high
REQ-11418,landslide,28,8.37,0,1,0,1,68.2,critical
REQ-11419,tsunami,26,1.72,1,1,0,1,66.6,critical
REQ-11420,landslide,11,1.62,0,1,0,0,50.4,medium
REQ-11421,flood,36,9.19,1,0,0,0,18.4,critical
REQ-11422,earthquake,15,3.58,0,0,0,0,70.2,medium
REQ-11423,cyclone,8,2.1,0,1,1,0,33.3,high
REQ-11424,landslide,13,4.39,0,0,0,0,43.7,medium
REQ-11425,flood,4,4.18,0,0,1,1,50.3,high
REQ-11426,cyclone,7,7.56,0,1,1,1,56.3,critical
REQ-11427,flood,1,1.96,0,0,0,0,13.5,low
REQ-11428,flood,4,2.38,1,1,1,0,20.1,critical
REQ-11429,tsunami,2,2.75,0,1,1,1,23.6,critical
REQ-11430,wildfire,200,8.48,1,1,0,0,30.9,critical
REQ-11431,landslide,1,7.68,0,0,0,1,15.9,medium
REQ-11432,flood,3,3.62,0,0,0,0,71.6,medium
REQ-11433,earthquake,6,7.07,0,1,1,1,34.2,critical
REQ-11434,earthquake,8,3.06,0,1,1,1,57.4,critical
REQ-11435,cyclone,3,9.17,1,1,0,1,40.0,critical
REQ-11436,cyclone,9,2.71,1,1,0,0,54.0,critical
REQ-11437,tsunami,3,2.92,0,1,0,0,2.1,medium
REQ-11438,landslide,12,4.6,0,1,1,1,4.6,high
REQ-11439,wildfire,6,8.24,0,0,1,0,42.1,medium
REQ-11440,flood,36,2.01,0,1,1,0,17.0,high
REQ-11441,tsunami,143,7.51,0,0,1,1,9.9,critical
REQ-11442,landslide,11,9.0,1,1,1,1,63.3,critical
REQ-11443,flood,36,6.8,1,1,1,1,36.9,critical
REQ-11444,tsunami,3,1.05,0,0,1,0,61.8,medium
REQ-11445,wildfire,10,9.38,0,0,1,0,64.5,high
REQ-11446,cyclone,5,6.83,1,1,0,1,3.1,critical
REQ-11447,tsunami,3,3.1,0,0,1,0,18.4,medium
REQ-11448,earthquake,3,2.13,1,1,1,0,43.7,critical
REQ-11449,flood,1,8.07,1,0,1,0,55.2,critical
REQ-11450,flood,5,6.94,1,1,0,0,60.9,critical
REQ-11451,cyclone,3,6.35,1,1,1,0,60.4,critical
REQ-11452,landslide,86,9.5,0,1,0,1,61.3,critical
REQ-11453,landslide,21,9.29,0,0,0,0,53.3,high
REQ-11454,flood,31,8.63,1,1,0,0,27.0,critical
REQ-11455,flood,4,2.12,0,1,0,1,56.7,high
REQ-11456,flood,9,7.84,0,0,1,0,32.8,high
REQ-11457,earthquake,6,3.99,1,1,0,0,6.0,critical
REQ-11458,landslide,3,7.42,1,1,0,0,55.4,critical
REQ-11459,cyclone,36,4.46,0,0,1,0,11.8,high
REQ-11460,tsunami,2,1.22,1,1,0,0,59.6,high
REQ-11461,landslide,73,2.37,1,1,1,0,55.1,critical
REQ-11462,wildfire,4,1.02,0,0,0,0,46.8,low
REQ-11463,wildfire,12,3.63,0,1,0,0,23.4,medium
REQ-11464,flood,3,4.21,1,0,1,1,24.5,critical
REQ-11465,flood,14,2.81,0,1,1,1,70.1,critical
REQ-11466,flood,11,8.82,1,1,1,0,18.8,critical
REQ-11467,landslide,4,8.04,0,1,1,1,25.7,critical
REQ-11468,landslide,1,8.28,0,0,0,0,64.4,medium
REQ-11469,wildfire,42,5.09,1,1,0,0,64.9,critical
REQ-11470,tsunami,3,7.5,0,1,1,0,38.5,high
REQ-11471,landslide,5,6.26,1,0,0,1,15.4,critical
REQ-11472,cyclone,6,2.52,1,0,1,0,69.9,high
REQ-11473,cyclone,7,1.31,1,0,1,1,9.1,critical
REQ-11474,cyclone,9,7.1,0,1,1,1,38.7,critical
REQ-11475,tsunami,1,1.36,0,1,0,1,59.2,high
REQ-11476,tsunami,9,3.25,0,1,1,1,37.6,critical
REQ-11477,wildfire,2,1.07,0,1,0,0,46.7,medium
REQ-11478,landslide,32,5.19,0,1,1,1,56.1,critical
REQ-11479,flood,3,1.38,0,0,0,0,65.4,medium
REQ-11480,wildfire,265,3.56,0,0,1,0,41.0,high
REQ-11481,cyclone,1,6.55,0,1,0,1,56.9,high
REQ-11482,wildfire,6,9.99,0,1,1,1,13.7,critical
REQ-11483,wildfire,3,1.79,0,1,0,1,5.2,medium
REQ-11484,tsunami,4,2.25,0,1,0,1,40.9,high
REQ-11485,cyclone,15,5.06,0,1,0,1,8.4,high
REQ-11486,cyclone,6,7.71,1,1,0,0,31.5,critical
REQ-11487,cyclone,7,4.68,1,0,0,0,57.9,high
REQ-11488,earthquake,2,1.33,0,0,1,0,4.0,medium
REQ-11489,earthquake,14,3.54,0,1,1,1,50.5,critical
REQ-11490,earthquake,3,6.47,0,0,1,0,49.6,high
REQ-11491,cyclone,8,7.62,1,1,1,0,23.9,critical
REQ-11492,tsunami,48,5.61,1,1,1,1,63.2,critical
REQ-11493,wildfire,2,9.93,1,0,0,0,43.7,high
REQ-11494,landslide,13,2.77,0,0,1,0,46.3,medium
REQ-11495,earthquake,12,4.14,1,1,1,0,28.4,critical
REQ-11496,flood,38,9.68,0,0,0,0,51.9,high
REQ-11497,landslide,8,6.79,0,1,1,0,41.6,high
REQ-11498,earthquake,3,2.99,1,0,1,0,71.5,critical
REQ-11499,flood,10,7.16,0,0,1,1,20.9,high
REQ-11500,landslide,2,2.25,0,1,1,1,68.3,high
